genero;cantor;album;ano;titulo_musica;compositor;letra
sertanejo;Matheus e Kauan;Intensamente Hoje! (Ao Vivo / Vol. 4) - EP;2018;Deixa o Vento Bater;Lucas Santos,Matheus Aleixo;"Você vai ter que me aguentar.
É melhor se acostumar.
Dançar a música que o amor tocar.
E o tempo vai voar.

Nem em filme aconteceu.
Nada igual você e eu.
O romance cinco estrelas.
Que ninguém ainda viveu.

Você vem e a saudade então vai.
Ficar assim não dá mais.

Deixa o vento bater.
Te descabelar.
É assim que eu adoro te beijar.
Não tem nada igual.
Esse nosso astral.
O tanto que eu te amo não, não deve ser normal.

Você vai ter que me aguentar.
É melhor se acostumar.
Dançar a música que o amor tocar.
E o tempo vai voar.

Nem em filme aconteceu.
Nada igual você e eu.
O romance cinco estrelas.
Que ninguém ainda viveu.

Você vem e a saudade então vai.
Ficar assim não dá mais.

Deixa o vento bater.
Te descabelar.
É assim que eu adoro te beijar.
Não tem nada igual.
Esse nosso astral.
O tanto que eu te amo não, não deve ser normal.

Deixa o vento bater.
E te descabelar.
É assim que eu adoro te beijar.
Não tem nada igual.
Esse nosso astral.
O tanto que eu te amo não, não deve ser normal."
sertanejo;Matheus e Kauan;Intensamente Hoje! (Ao Vivo / Vol. 4) - EP;2018;Sinal de Fumaça;Felipe Oliver,SAMUEL DEOLLI,Lucas Santos;"Você provocou a discussão.
Entre o bom senso e o coração.
Um tá querendo distância.
E o outro tá na sua mão.

Queria ter poder de decisão.
De vez em quando dizer não.
Mas essa vontade de você.
Tá no controle da situação.

Quando eu ameaço te esquecer.
Eu tô blefando sem saber jogar.
E nunca mais eu volto pra você.

Que nada!.
Eu volto até com sinal de fumaça.
Eu vou amando e levando porrada.
É muito amor, mas é pouca vergonha na cara.

Que nada!.
Eu volto até com sinal de fumaça.
Eu vou amando e levando porrada.
É muito amor, mas é pouca vergonha na cara.
Que nada!.

Queria ter poder de decisão.
De vez em quando dizer não.
Mas essa vontade de você.
Tá no controle da situação.

E quando eu ameaço te esquecer.
Eu tô blefando sem saber jogar.
E nunca mais eu volto pra você.

Que nada!.
Eu volto até com sinal de fumaça.
Eu vou amando e levando porrada.
É muito amor, mas é pouca vergonha na cara.

Que nada!.
Eu volto até com sinal de fumaça.
Eu vou amando e levando porrada.
É muito amor, mas é pouca vergonha na cara.
Que nada!."
sertanejo;Matheus e Kauan;Intensamente Hoje! (Ao Vivo / Vol. 4) - EP;2018;Investimento;Matheus Aleixo,Marco Carvalho,Mateus Marcolino;"Vou pedir mais dessa vez e nunca mais.
Faz esse investimento em mim.
Eu guardei na mente cada não que eu já ouvi.
Mas esqueço tudo com seu sim.

Nada faz sentido, mas, prometo, um dia vai fazer.
Nunca fui sincero, mas vou ser sincero com você.
E cada pessoa que eu achei que era especial.
Depois de você, ficou tudo igual.

Pode encostar no travesseiro e descansar.
Eu não vou te trair, nem te enganar.
Não vai sofrer, nem vai chorar.

E pode encostar no travesseiro e descansar.
Eu não vou te trair, nem te enganar.
Não vai sofrer, nem vai chorar.
Eu não vou te trair, nem te enganar.
Não vou te trair, nem te enganar.

E nada faz sentido, mas, prometo, um dia vai fazer.
Nunca fui sincero, mas vou ser sincero com você.
E cada pessoa que eu achei que era especial.
Depois de você, ficou tudo igual.

E pode encostar no travesseiro e descansar.
Eu não vou te trair, nem te enganar.
Não vai sofrer, nem vai chorar.

E pode encostar no travesseiro e descansar.
Eu não vou te trair, nem te enganar.
Não vai sofrer, nem vai chorar.
Não vou te trair, nem te enganar.
Eu não vou te trair, nem te enganar.
Não vou, não vou.
Não vou te trair, nem te enganar."
sertanejo;Matheus e Kauan;Intensamente Hoje! (Ao Vivo / Vol. 4) - EP;2018;O Nosso Santo Bateu;Matheus Aleixo,Thallys Pacheco;"Às vezes acho que devia te dizer mais vezes.
Que te amo e que te quero mais que qualquer coisa.
Por essa noite vem morar aqui, aqui.

Tem gente que chega e muda os planos da gente.
E que faz a nossa vida caminhar pra frente.
Agora sim eu sei pra onde ir.

Dessa vida nada se leva.
E no fundo todo mundo espera.
Um amor que venha pra somar, pra completar.

O nosso santo bateu.
O amor da sua vida sou eu.
Tudo que é meu hoje é seu.
E o fim nem precisa rimar.

O nosso santo bateu.
O amor da sua vida sou eu.
Tudo que é meu hoje é seu.
E o fim nem precisa rimar.

E dessa vida nada se leva.
E no fundo todo mundo espera.
Um amor que venha pra somar, pra completar.

O nosso santo bateu.
O amor da sua vida sou eu.
Tudo que é meu hoje é seu.
E o fim nem precisa rimar.

O nosso santo bateu, bateu.
O amor da sua vida sou eu, sou eu.
Tudo que é meu hoje é seu.
E o fim nem precisa rimar."
sertanejo;Matheus e Kauan;Intensamente Hoje! (Ao Vivo / Vol. 4) - EP;2018;Vou Ter Que Superar (part. Marília Mendonça);Waldeir Pira,Vitor Ribas;"Fui bobo.
Imaturo demais, deixei escapar entre meus dedos.
Seu amor, nosso apartamento, futuro perfeito.
Se eu pudesse, tentava de novo ter você aqui.

Quase morro.
Tentando encontrar o contato novo dela agora.
Eu sei que ela já tá em outra e que vai embora.
Mas se existe consideração, eu sei que vai me ouvir.

Só vou pedir desculpas.
O nosso pra sempre acabou e um novo amor veio com tudo.
Meu erro pesou na balança e não vamos mais ficar juntos.
Porque eu estraguei tudo.

Vou ter que superar suas fotos com ele viajando.
E as amigas comentando que são um belo casal.
Vou ter que superar o dia do casamento.
Esperando que o tempo aos poucos possa me curar.
Vou ter que superar que a gente não vai mais voltar.
Vou ter que superar que a gente não vai mais voltar.

Só vou pedir desculpas.
O nosso pra sempre acabou e um novo amor veio com tudo.
Meu erro pesou na balança e não vamos mais ficar juntos.
Porque eu estraguei tudo.

Vou ter que superar suas fotos com ela viajando.
E as amigas comentando que são um belo casal.
Vou ter que superar o dia do casamento.
Esperando que o tempo aos poucos possa me curar.

Vou ter que superar suas fotos com ele viajando.
E as amigas comentando que são um belo casal.
Vou ter que superar o dia do casamento.
Esperando que o tempo aos poucos possa me curar.
Vou ter que superar que a gente não vai mais voltar.
Eu vou ter que superar que a gente não vai mais voltar."
sertanejo;Matheus e Kauan;Intensamente Hoje! (Ao Vivo / Vol. 4) - EP;2018;Mágica (part. Gusttavo Lima);DIEGO FERRARI,Everton Matos,Guilherme Ferrari,Leo Saga,Matheus Aleixo,PAULO PIRES,Ray Antonio;"Eu já perdi muitos amigos por causa de você.
Eu já perdi foi muitas noites de farra.
Abri mão da minha melhor fase pra ficar grudado.
Apegado em você.

Se quer saber se me arrependo, eu não.
Se troco essa nossa vida, troco não.
E longe de você é tudo mais ou menos.
Se eu ganhar o mundo sem você, eu tô perdendo.

E um beijo seu pesa mais, muito mais.
Que um fim de semana na boate louco.
E que ninguém satisfaz, não faz.
A mágica que você faz no meu corpo.

E um beijo seu pesa mais, muito mais.
Que um fim de semana na boate louco.
E que ninguém satisfaz, não faz.
A mágica que você faz no meu corpo.
Eu perdi tudo, mas ganhei em dobro, aiai, aiai.

Se quer saber se me arrependo, eu não.
Se troco essa nossa vida, troco não.
E longe de você é tudo mais ou menos.
Se eu ganhar o mundo sem você, eu tô perdendo.

E um beijo seu pesa mais, e muito mais.
Que um fim de semana na boate louco.
E que ninguém satisfaz, não faz.
A mágica que você faz com meu corpo.

E um beijo seu pesa mais, e muito mais.
Que um fim de semana na boate louco.
E que ninguém satisfaz, não faz.
A mágica que você faz com meu corpo.
Eu perdi tudo, mas ganhei em dobro, aiai, aiai.
Eu perdi tudo, mas ganhei, mas ganhei em dobro.
Eu perdi tudo, mas ganhei em dobro."
sertanejo;Matheus e Kauan;Intensamente Hoje! (Ao Vivo / Vol. 4) - EP;2018;Que Sorte a Nossa;Fernando Paloni,Luiz Henrique Paloni,PAULA MATTOS;"Diz que pensa tanto em mim.
Que tá querendo me ver.
Diz que tá me lembrando bastante.
Acredito em você.

Tô sabendo de tudo.
Tô lendo seus recados.
Minhas fotos que você curtiu.
Tô seguindo você.

E aí, o que é que a gente vai fazer?.
Diz aí, se você quer e eu também tô querendo você.

Tantos sorrisos por aí, você querendo o meu.
Tantos olhares me olhando e eu querendo o seu.
Eu não duvido, não, que não foi por acaso.
Se o amor bateu na nossa porta, que sorte a nossa.

Tantos sorrisos por aí, você querendo o meu.
Tantos olhares me olhando e eu querendo o seu.
Eu não duvido, não, que não foi por acaso.
Se o amor bateu na nossa porta, que sorte a nossa.

E aí, o que é que a gente vai fazer?.
Diz aí, se você quer e eu também tô querendo você.

Tantos sorrisos por aí, você querendo o meu.
Tantos olhares me olhando e eu querendo o seu.
Eu não duvido, não, que não foi por acaso.
Se o amor bateu na nossa porta, que sorte a nossa.

Tantos sorrisos por aí, você querendo o meu.
Tantos olhares me olhando e eu querendo o seu.
Eu não duvido, não, que não foi por acaso.
Se o amor bateu na nossa porta, que sorte a nossa.

Que sorte a nossa."
sertanejo;Matheus e Kauan;Intensamente Hoje! (Ao Vivo / Vol. 4) - EP;2018;Pedacim de Noite;Alvino Alves,Diego Silveira,Henrique Casttro,Marcia Araújo;"Eu sei, você deixou bem claro.
Que era só mais um encontro avulso.
Ninguém aqui queria sentimento.
Mas a gente mandou bem no escuro.

Como é que eu vou, se eu quero ficar?.
Como é que fico, se eu preciso ir?.
Me diz, como é que eu vou me levantar dessa cama e sair?.
Se o problema dorme aqui.
Se o problema dorme aqui.

Bastou um pedacim de noite pra me apaixonar.
Cê fez amor de um jeito que eu vou, mas vou voltar.
Tô passando aí, perdoa a minha falta de atenção.
Esqueci meu coração.

Bastou um pedacim de noite pra me apaixonar.
Cê fez amor de um jeito que eu vou, mas vou voltar.
Tô passando aí, perdoa a minha falta de atenção.
Esqueci meu coração.

Eu sei, você deixou bem claro.
Que era só mais um encontro avulso.
Ninguém aqui queria sentimento.
Mas a gente mandou bem no escuro.

Como é que eu vou, se eu quero ficar?.
Como é que fico, se eu preciso ir?.
Me diz, como é que eu vou me levantar dessa cama e sair?.
Se o problema dorme aqui.
Se o problema dorme aqui.

Bastou um pedacim de noite pra me apaixonar.
Cê fez amor de um jeito que eu vou, mas vou voltar.
Tô passando aí, perdoa a minha falta de atenção.
Esqueci meu coração.

Bastou um pedacim, um pedacim de noite pra me apaixonar.
Cê fez amor de um jeito que eu vou, mas vou voltar.
Tô passando aí, perdoa a minha falta de atenção.
Esqueci meu coração.

Esqueci meu coração."
sertanejo;Matheus e Kauan;Intensamente Hoje! (Ao Vivo / Vol. 4) - EP;2018;Consórcio;Denner Ferrari,Felipe Goffi,Jimmy Luzzo;"Você se arruma pra me encontrar.
Bem calculado o que vai falar.
Que ama, saudade.
E jura que eu sou sua metade.

Tá, ah tá!.
Você tem quantas partes?.
Fala pra mim e pra metade da cidade.
Ah tá! Como eu queria que fosse verdade.

Sua boca não é só minha, a minha é sua.
Cê dorme um dia aqui e seis na rua.
E dividir você, pra mim, não é negócio.
Isso não é amor, é consórcio.

Sua boca não é só minha, a minha é sua.
Cê dorme um dia aqui e seis na rua.
E dividir você, pra mim, não é negócio.
Isso não é amor, é consórcio.

Tá, ah tá!.
Você tem quantas partes?.
Fala pra mim e pra metade da cidade.
Ah tá! Como eu queria que fosse verdade.

Sua boca não é só minha, a minha é sua.
Cê dorme um dia aqui e seis na rua.
E dividir você, pra mim, não é negócio.
Isso não é amor, é consórcio.

Sua boca não é só minha, a minha é sua.
Cê dorme um dia aqui e seis na rua.
E dividir você, pra mim, não é negócio.
Isso não é amor, é consórcio.

E dividir você, pra mim, não é negócio.
Isso não é amor, é consórcio."
sertanejo;Matheus e Kauan;Intensamente Hoje! (Ao Vivo / Vol. 4) - EP;2018;Quarta Cadeira (part. Jorge e Mateus);De Angelo,Leandro Rojas,Nicolas Damasceno;"Tá viciando outra boca, como fez com a minha.
Esse frio na barriga já me pertenceu.
Ele só tá te amando desse jeito.
Porque ainda não te conheceu direito.
Mas o fim dessa história é sempre o mesmo.

Ela vai dar sorrisos durante o beijo.
Você vai gostar.
Vai planejar uma vida deitada em seu peito.
Cê vai acreditar.
Vai te amarrar de um jeito.
Vai usar o mesmo beijo que usou pra te ganhar.
Pra se despedir sem se explicar.

Tô numa mesa com quatro cadeiras.
Aqui já tem três enganados por ela.
Bebendo, esperando a rasteira que cê vai levar dela.
Fica tranquilo, que a quarta cadeira te espera.

Tô numa mesa com quatro cadeiras.
Aqui já tem três enganados por ela.
Bebendo, esperando a rasteira que cê vai levar dela.
Fica tranquilo, que a quarta cadeira te espera.

Não adianta se iludir.
Seu copo já tá cheio aqui pra te acudir.

Tá viciando outra boca, como fez com a minha.
Esse frio na barriga já me pertenceu.
Ele só tá te amando desse jeito.
Porque ainda não te conheceu direito.
Mas o fim dessa história é sempre o mesmo.

Ela vai dar sorrisos durante o beijo.
Você vai gostar.
Vai planejar a vida deitada em seu peito.
Cê vai acreditar.
Vai te amarrar de um jeito.
Vai usar o mesmo beijo que usou pra te ganhar.
Pra se despedir sem se explicar.

Tô numa mesa com quatro cadeiras.
Aqui já tem três enganados por ela.
Bebendo, esperando a rasteira que você vai levar dela.
Fica tranquilo, que a quarta cadeira te espera.

Eu tô numa mesa com quatro cadeiras.
Aqui já tem três enganados por ela.
Bebendo, esperando a rasteira que você vai levar dela.
Fica tranquilo, que a quarta cadeira te espera.

Não adianta se iludir.
Seu copo já tá cheio aqui pra te acudir.
Não adianta se iludir.
Seu copo já tá cheio aqui pra te acudir.
Pra te acudir, pra te acudir."
sertanejo;Matheus e Kauan;Intensamente Hoje! (Ao Vivo / Vol. 4) - EP;2018;Tem Moda Pra Tudo;Alvino Alves,Vine Show;"Meu coração perguntou por você.
Mas eu não soube dar uma resposta.
Faz tanto tempo que a gente não topa.

Ela tá por aí e eu tô por aqui.
Com as cachaça de sempre na mente.
Toca toda música aqui nesse bar.
Só que tem uma que o compositor esqueceu de inventar.

Tem moda pra beber, tem moda pra chorar.
Tem moda pra tudo, só não tem pra desapaixonar.
Tem moda pra sofrer, tem moda pra voltar.
Então como é que eu faço pra esquecer de lembrar?.

Ela tá por aí e eu tô por aqui.
Com as cachaça de sempre na mente.
Toca toda música aqui nesse bar.
Só que tem uma que o compositor esqueceu de inventar.

Tem moda pra beber, tem moda pra chorar.
Tem moda pra tudo, só não tem pra desapaixonar.
Tem moda pra sofrer, tem moda pra voltar.
Então como é que eu faço pra esquecer de lembrar?.

Tem moda pra beber, tem moda pra chorar.
Tem moda pra tudo, só não tem pra desapaixonar.
Tem moda pra sofrer, tem moda pra voltar.
Então como é que eu faço pra esquecer de lembrar?.
Então como é que eu faço pra esquecer de lembrar?.
Então como é que eu faço pra esquecer de lembrar?."
sertanejo;Matheus e Kauan;Intensamente Hoje! (Ao Vivo / Vol. 4) - EP;2018;Cerveja, Sal e Limão;Os Parazin,Matheus Aleixo,Angelim;"Cerveja, sal e limão.
E no último volume o som.
Eu já perdi a noção do tempo.
Hoje eu não fui trabalhar e nem pretendo amanhã.

Que até agora eu não descobri.
Quantas notas eu vou precisar.
Pra te tirar de mim.
E aceitar o nosso triste fim.
Nenhum bar da cidade vende mais pra mim.

Que até agora eu não descobri.
Quantas notas eu vou precisar.
Pra te tirar de mim.
E aceitar o nosso triste fim.
Nenhum bar da cidade vende mais pra mim.
Prefere o prejuízo que me ver assim.

Prefere o prejuízo que me ver assim."
sertanejo;Matheus e Kauan;Intensamente Hoje! (Ao Vivo / Vol. 4) - EP;2018;Baixinha;Bruno Sucesso,Christhyan Ribeiro,Elan Rúbio,Marcello Henrique;"Baixinha, folgada, quer dominar minha casa.
Ligeira, se acha, quer controlar minha cachaça.
Já quer podar minhas balada.
Se acha que eu vou aceitar, vou não, vou não, vou sim.

Não tem nem tamanho de gente, já lotou meu coração.
Com seu beijo quente, me deixou sem opção.
Tá ficando gigante o amor, essa pequena tá mandando em mim.
Tá não, tá não, tá sim.

Não tem nem tamanho de gente, já lotou meu coração.
Com seu beijo quente, me deixou sem opção.
Tá ficando gigante o amor, essa pequena tá mandando em mim.
Tá não, tá não, tá sim.

Baixinha, folgada, quer dominar minha casa.
Ligeira, se acha, quer controlar minha cachaça.
Já quer podar minhas balada.
Se acha que eu vou aceitar, vou não, vou não, vou sim.

Não tem nem tamanho de gente, já lotou meu coração.
Com seu beijo quente, me deixou sem opção.
Tá ficando gigante o amor, essa pequena tá mandando em mim.
Tá não, tá não, tá sim.

Não tem nem tamanho de gente, já lotou meu coração.
Com seu beijo quente, me deixou sem opção.
Tá ficando gigante o amor, essa pequena tá mandando em mim.
Tá não, tá não, tá sim.

Tá ficando gigante o amor, essa pequena tá mandando em mim.
Tá não, tá não, tá sim."
sertanejo;Matheus e Kauan;Intensamente Hoje! (Ao Vivo / Vol. 4) - EP;2018;Ao Vivo e a Cores (part. Anitta);kauan,Lucas Santos,Rafael Torres;"Por que você não sai daí e vem aqui?.
Pode invadir, pode chegar, pode ficar.
No meu quarto, no meu abraço, apertado.
Duvido que cê vai querer ir embora, não apavora.
Depois do amor a gente vai fazendo hora.
E eu não aguento mais, eu não aguento mais.

A tela fria desse celular, só ver sua foto não vai me esquentar.
Amar você de longe é tão ruim.
Te quero ao vivo e a cores aqui, aqui.

Por que você não sai daí e vem aqui?.
Pode invadir, pode chegar, pode ficar.
No meu quarto, no meu abraço, apertado.
Duvido que cê vai querer ir embora, não apavora.
Depois do amor a gente vai fazendo hora.
E eu não aguento mais, eu não aguento mais.

A tela fria desse celular, só ver sua foto não vai me esquentar.
Amar você de longe é tão ruim.
Te quero ao vivo e a cores aqui, aqui.

Aqui.
Iêêê, uôôô.

Então sai daí, sai daí, vem aqui, vem invadir, invadir o meu quarto.
Meu abraço apertado, vem, vem, duvido que cê vai querer sair.
Por que você não sai daí, sai daí, sai daí, vem aqui, vem invadir, invadir o meu quarto.
Meu abraço, meu abraço apertado.
Eu não aguento mais.

Olhar pra tela fria desse celular, só ver sua foto não vai me esquentar.
Amar você de longe é tão ruim.
Te quero ao vivo e a cores aqui, aqui.

Aqui.
Iêêê, uôôô."
sertanejo;Matheus e Kauan;Intensamente Hoje! (Ao Vivo / Vol. 3) - EP;2018;Cacos;Thales Lessa,Matheus Marcolino,Philipe Pancadinha,Victor Hugo,Gabriel Agra;"Ela se queimou.
Tentando se aquecer em outros braços.
E ela corta os outros.
Porque seu coração está em cacos.

Quem foi o culpado não interessa.
Pra ganhar ela, eu não tenho pressa.
Espero uma primavera ou só um fim de festa.
E compensa esperar.
Eu sei que compensa esperar.

Se em outras bocas só deixou saudade.
E os seus amores foram de passagem.
Aceito ser mais uma tentativa.
Vai que num beijo eu resolvo a sua vida.

Se em outras bocas só deixou saudade.
E os seus amores foram de passagem.
Aceito ser mais uma tentativa.
Vai que num beijo eu resolvo a sua vida.
E cê para e fica, ai ai ai ai.
Aí cê para e fica, ai ai ai ai.

Quem foi o culpado não interessa.
Pra ganhar ela, eu não tenho pressa.
Espero uma primavera ou só um fim de festa.
E compensa esperar.
Eu sei que compensa esperar.

Se em outras bocas só deixou saudade.
E os seus amores foram de passagem.
Aceito ser mais uma tentativa.
Vai que num beijo eu resolvo a sua vida.

Se em outras bocas só deixou saudade.
E os seus amores foram de passagem.
Aceito ser mais uma tentativa.
Vai que num beijo eu resolvo a sua vida.
E cê para e fica, ai ai ai ai.
Aí cê para e fica, ai ai ai ai.
Aí cê para e fica, ai ai ai.

Eu aceito ser mais uma tentativa.
Vai que num beijo eu resolvo a sua vida."
sertanejo;Matheus e Kauan;Intensamente Hoje! (Ao Vivo / Vol. 3) - EP;2018;Nessas Horas;Bruno Villa,Lucas Santos,Rafael Torres;"Você de lá e eu de cá.
Olhando o mesmo céu.
Que distância cruel.
Assisto o tempo passar.
Tento me dispersar.
Olhando o celular.

Metade do meu coração só quer te ver de novo.
E a outra só pensa em você.
Não tem nenhum espaço pra eu amar alguém de novo.
Em mim, só existe você.

E nessas horas, meu sorriso é passageiro.
E é aí que eu percebo.
A falta que me faz você.
E nessas horas, eu nem ligo pra dinheiro.
Pra eu me sentir inteiro, só preciso de você.
De você.

E você de lá e eu de cá.
Olhando o mesmo céu.
Que distância cruel.
Eu assisto o tempo passar.
Tento me dispersar.
Olhando o celular.

Metade do meu coração só quer te ver de novo.
E a outra só pensa em você.
Não tem nenhum espaço pra eu amar alguém de novo.
Em mim, só existe você.

E nessas horas, meu sorriso é passageiro.
É aí que eu percebo.
A falta que me faz você.
E nessas horas, eu nem ligo pra dinheiro.
Pra eu me sentir inteiro, só preciso de você.

E nessas horas, meu sorriso é passageiro.
E é aí que eu percebo.
A falta que me faz você.
E nessas horas que eu nem ligo pra dinheiro.
Pra eu me sentir inteiro, só preciso de você.
De você."
sertanejo;Matheus e Kauan;Intensamente Hoje! (Ao Vivo / Vol. 3) - EP;2018;Tudo Menos Eu;Rafinha RSQ,Rodrigo Melim,Diogo Melim,Gabriela Melim;"Tantos planos juntos.
Construímos tudo.
Nada.
E não valeu de nada.

Vejo o que restou de nós.
Até me falta voz.
Pra te dizer.
Que nossa casa agora é toda sua.

A cama, o guarda-roupa e o abajur de porcelana, tá?.
Pode levar também.
Eu não quero nenhum bem.
Eu só me importava com você.

Pode ficar com tudo, tudo.
Tudo o que era meu.
Pode ficar com tudo, tudo.
Tudo menos eu.

Pode ficar com tudo, tudo.
Tudo o que era meu.
Pode ficar com tudo, tudo.
Tudo menos eu.

A cama, o guarda-roupa e o abajur de porcelana, tá?.
Pode levar também.
Eu não quero nenhum bem.
Eu só me importava com você.

Pode ficar com tudo, tudo.
Tudo o que era meu.
Pode ficar com tudo, tudo.
Tudo menos eu.

Pode ficar com tudo, tudo.
Tudo o que era meu.
Pode ficar com tudo, tudo.
Tudo menos eu."
sertanejo;Matheus e Kauan;Intensamente Hoje! (Ao Vivo / Vol. 3) - EP;2018;Não Me Larga de Mão;Alvino Alves,Matheus Aleixo,Breno Casagrande,Paulo Motta;"Foi só uma noite.
Pra mim foi tão bom.
Você deixou marcas em mim.
Não foi só de batom.

Acordei pensando.
De novo, de novo, de novo em você.
Pra quê, se eu nem vou te ver?.
Se eu nem vou te ver.

Eu tava certo de ter ganhado seu coração.
Cê me levou nas nuvens sem me tirar do colchão.
Mas foi em vão.
E bem na hora de se despedir.
Disse: A gente se vê por aí.

Vai fugir de mim, é?.
Foi ruim assim, foi?.
Pra você não querer.
Como eu tô querendo de novo nós dois.

Vai fugir de mim, é?.
Foi ruim assim, foi?.
Logo agora que eu tava te amando.
Cê vai me jogar pra depois.

Faz isso com a gente não.
Não me larga de mão.
Faz isso com a gente não.
Não me larga de mão.

Foi só uma noite.
Pra mim foi tão bom.
Você deixou marcas em mim.
Não foi só de batom.

Acordei pensando.
De novo, de novo, de novo em você.
Pra quê, se eu nem vou te ver?.
Se eu nem vou te ver.

Eu tava certo de ter ganhado seu coração.
Cê me levou nas nuvens sem me tirar do colchão.
Mas foi em vão.
E bem na hora de se despedir.
Disse: A gente se vê por aí.

Vai fugir de mim, é?.
Foi ruim assim, foi?.
Pra você não querer.
Como eu tô querendo de novo nós dois.

Vai fugir de mim, é?.
Foi ruim assim, foi?.
Logo agora que eu tava te amando.
Cê vai me jogar pra depois.

Vai fugir de mim, é?.
Foi ruim assim, foi?.
Pra você não querer.
Como eu tô querendo de novo nós dois.

Vai fugir de mim, é?.
Foi ruim assim, foi?.
Logo agora que eu tava te amando.
Cê vai me jogar pra depois.

Faz isso com a gente não.
Não me larga de mão.
Faz isso com a gente não.
Não me larga de mão."
sertanejo;Matheus e Kauan;Intensamente Hoje! (Ao Vivo / Vol. 3) - EP;2018;Exclusividade;Thauã Fernandes;"É, faz uma semana que eu quero te ver.
Coração tá sentindo falta de você.
Manda uma mensagem, um sinal.
Deixa um recado na caixa postal.

Que eu fiquei sabendo que cê não tá bem.
Que tá sentindo minha falta também.
Do meu calor, do meu carinho.
E dos beijos quentes que eu te dava.

Pensando bem, não foi um bom negócio.
Andar de boca em boca por aí.
Mas eu não tô aqui pra te julgar.
Pois, nesse tempo, eu também me diverti.

Mas não dá certo, é melhor parar.
A gente se assume ou para por aqui.
Que a gente se ama, não dá pra negar.
Então, peço desculpas se eu te fiz chorar.

E longe de você.
Eu peço socorro.
Mas é só te ver.
O tempo para, a boca seca, o peito pega fogo.

E só de pensar.
Que eu vou te perder.
Eu não quero aceitar.
Ficar sem você.

E só de pensar.
Dá uma saudade.
Se quiser voltar.
Não pega fila, cê tem exclusividade."
sertanejo;Matheus e Kauan;Intensamente Hoje! (Ao Vivo / Vol. 3) - EP;2018;Vou Ter Que Superar (part. Marília Mendonça);Waldeir Pira,Vitor Ribas;"Fui bobo.
Imaturo demais, deixei escapar entre meus dedos.
Seu amor, nosso apartamento, futuro perfeito.
Se eu pudesse, tentava de novo ter você aqui.

Quase morro.
Tentando encontrar o contato novo dela agora.
Eu sei que ela já tá em outra e que vai embora.
Mas se existe consideração, eu sei que vai me ouvir.

Só vou pedir desculpas.
O nosso pra sempre acabou e um novo amor veio com tudo.
Meu erro pesou na balança e não vamos mais ficar juntos.
Porque eu estraguei tudo.

Vou ter que superar suas fotos com ele viajando.
E as amigas comentando que são um belo casal.
Vou ter que superar o dia do casamento.
Esperando que o tempo aos poucos possa me curar.
Vou ter que superar que a gente não vai mais voltar.
Vou ter que superar que a gente não vai mais voltar.

Só vou pedir desculpas.
O nosso pra sempre acabou e um novo amor veio com tudo.
Meu erro pesou na balança e não vamos mais ficar juntos.
Porque eu estraguei tudo.

Vou ter que superar suas fotos com ela viajando.
E as amigas comentando que são um belo casal.
Vou ter que superar o dia do casamento.
Esperando que o tempo aos poucos possa me curar.

Vou ter que superar suas fotos com ele viajando.
E as amigas comentando que são um belo casal.
Vou ter que superar o dia do casamento.
Esperando que o tempo aos poucos possa me curar.
Vou ter que superar que a gente não vai mais voltar.
Eu vou ter que superar que a gente não vai mais voltar."
sertanejo;Matheus e Kauan;Intensamente Hoje! (Ao Vivo / Vol. 3) - EP;2018;Mágica (part. Gusttavo Lima);DIEGO FERRARI,Everton Matos,Guilherme Ferrari,Leo Saga,Matheus Aleixo,PAULO PIRES,Ray Antonio;"Eu já perdi muitos amigos por causa de você.
Eu já perdi foi muitas noites de farra.
Abri mão da minha melhor fase pra ficar grudado.
Apegado em você.

Se quer saber se me arrependo, eu não.
Se troco essa nossa vida, troco não.
E longe de você é tudo mais ou menos.
Se eu ganhar o mundo sem você, eu tô perdendo.

E um beijo seu pesa mais, muito mais.
Que um fim de semana na boate louco.
E que ninguém satisfaz, não faz.
A mágica que você faz no meu corpo.

E um beijo seu pesa mais, muito mais.
Que um fim de semana na boate louco.
E que ninguém satisfaz, não faz.
A mágica que você faz no meu corpo.
Eu perdi tudo, mas ganhei em dobro, aiai, aiai.

Se quer saber se me arrependo, eu não.
Se troco essa nossa vida, troco não.
E longe de você é tudo mais ou menos.
Se eu ganhar o mundo sem você, eu tô perdendo.

E um beijo seu pesa mais, e muito mais.
Que um fim de semana na boate louco.
E que ninguém satisfaz, não faz.
A mágica que você faz com meu corpo.

E um beijo seu pesa mais, e muito mais.
Que um fim de semana na boate louco.
E que ninguém satisfaz, não faz.
A mágica que você faz com meu corpo.
Eu perdi tudo, mas ganhei em dobro, aiai, aiai.
Eu perdi tudo, mas ganhei, mas ganhei em dobro.
Eu perdi tudo, mas ganhei em dobro."
