genero;cantor;album;ano;titulo_musica;compositor;letra
sertanejo;Henrique e Juliano;Ao Vivo Em Brasília;2014;Se Joga Na Minha Vida;Junior Gomes,Vine Show,Vinicius Poeta,Benicio Neto,Renno Poeta;"Por que seu coração tá pisando no freio?.
Por que seu beijo tá com gostinho de medo?.
Por quê?.
Isso nem combina com você.

Engraçado que naquele amor sem futuro.
Você se entregou, pulou sem paraquedas.
E comigo você tá em cima do muro.
Logo eu, a pessoa certa.
Me diz.
Por que tá com medo de ser feliz?.

Ai, ai, ai, ai.
Por que cê tá com medo de amar?.
Faço o que for preciso pra provar.
Que meu beijo é o certo.
Nosso amor é completo.
Se joga na minha vida.

Ai, ai, ai, ai.
Por que cê tá com medo de amar?.
Faço o que for preciso pra provar.
Que meu beijo é o certo.
Nosso amor é completo.
Se joga na minha vida que eu te pego.

Engraçado que naquele amor sem futuro.
Você se entregou, pulou sem paraquedas.
E comigo você tá em cima do muro.
Logo eu, a pessoa certa.
Me diz.
Por que tá com medo de ser feliz?.

Ai, ai, ai, ai.
Por que cê tá com medo de amar?.
Faço o que for preciso pra provar.
Que meu beijo é o certo.
Nosso amor é completo.
Se joga na minha vida.

Ai, ai, ai, ai.
Por que cê tá com medo de amar?.
Faço o que for preciso pra provar.
Que meu beijo é o certo.
Nosso amor é completo.
Se joga na minha vida que eu te pego.

Se joga na minha vida que eu te pego."
sertanejo;Henrique e Juliano;Ao Vivo Em Brasília;2014;Vem Pra Minha Vida;Rafael Torres;"De pijama ou maquiada, desbocada ou educada.
De vestido pra sair ou de chinelo Havaiana.
De TPM ou sossegada, ou viajando ou aqui em casa.
Sem dinheiro pra sair ou com a vida arrumada.

Eu te quero de qualquer jeito.
Com raiva ou medo, de fogo ou desejo.
Suas virtudes e os seus defeitos.
Põe tudo na mala.
Não esquece de nada.

Vem pra minha vida, vem.
Que eu não quero mais nada.
Mais nada e nem ninguém.
O que há de bom nas outras.
Você tem vezes 100.
Meu coração tá pronto.
Esperando por você.

Vem pra minha vida, vem.
Que eu não quero mais nada.
Mais nada e nem ninguém.
O que há de bom nas outras.
Você tem vezes 100.
Meu coração tá pronto.
Esperando por você.

Pode entrar sem bater.

Eu te quero de qualquer jeito.
Com raiva ou medo, de fogo ou desejo.
Suas virtudes e os seus defeitos.
Põe tudo na mala.
Não esquece de nada.

Vem pra minha vida, vem.
Que eu não quero mais nada.
Mais nada e nem ninguém.
O que há de bom nas outras.
Você tem vezes 100.
Meu coração tá pronto.
Esperando por você.

Vem pra minha vida, vem.
Que eu não quero mais nada.
Mais nada e nem ninguém.
O que há de bom nas outras.
Você tem vezes 100.
Meu coração tá pronto.
Esperando por você.

Pode entrar sem bater."
sertanejo;Henrique e Juliano;Ao Vivo Em Brasília;2014;Aquela Pessoa;Elcio Di Carvalho,LARI FERREIRA,Thales Lessa;"Você também tem, que eu sei.
Aquela pessoa.
Não adianta negar.

Que tem passe livre.
Carta branca na sua vida.
Pra ir e voltar quando quiser.
Nunca vai deixar de ser o que é, é.

Todo mundo tem uma pessoa, aquela pessoa.
Que te faz esquecer todas as outras.
Todo mundo tem uma pessoa, aquela pessoa.
Não precisa dia e nem hora pra chegar.

Na portaria do meu coração já tem seu nome.
Pode entrar.

Você também tem, que eu sei.
Aquela pessoa.
Não adianta negar.

Que tem passe livre.
Carta branca na sua vida.
Pra ir e voltar quando quiser.
Nunca vai deixar de ser o que é, é.

Todo mundo tem uma pessoa, aquela pessoa.
Que te faz esquecer todas as outras.
Todo mundo tem uma pessoa, aquela pessoa.
Não precisa dia e nem hora pra chegar.

Na portaria do meu coração já tem seu nome.

Todo mundo tem uma pessoa, aquela pessoa.
Que te faz esquecer todas as outras.
Todo mundo tem uma pessoa, aquela pessoa.
Não precisa dia e nem hora pra chegar.

Na portaria do meu coração já tem seu nome.
Pode entrar."
sertanejo;Henrique e Juliano;Ao Vivo Em Brasília;2014;Completa a Frase (Completa Aí) (part. Marília Mendonça);Douglas Mello,Flávinho Tinto,Nando Marx;"Eu não vou te pedir pra voltar.
Mas vê se não me esquece.
Que eu também não vou conseguir.
Nem se eu quisesse.
Deixa estar como está.
Ou não deixa.

Só responde uma coisa.
Talvez mais que uma.
Com toda sinceridade.
Me dê dois minutos do seu tempo.
Depois disso eu vou embora.
Só completa a frase.

Quando você me ver com outra pessoa.
No meio da rua, nessa hora você vai disfarçar.
Vai chegar em casa e perceber que não estava imune.
Vai desabar.
O nome disso é? Completa aí.

Quando a gente tenta com outras pessoas.
Várias tentativas, e vê que nada é de verdade.
Quando alguém te chamar pra sair.
E você já não tiver vontade.
Completa aí, o nome disso é?.

Quando soube as respostas, sorriu e não falou.
Completo pra você, o nome disso é amor.

Só responde uma coisa.
Talvez mais que uma.
Com toda sinceridade.
Me dê dois minutos do seu tempo.
Depois disso eu vou embora.
Só completa a frase.

Quando você me ver com outra pessoa.
No meio da rua, nessa hora você vai disfarçar.
Vai chegar em casa e perceber que não estava imune.
Vai desabar.
O nome disso é? Completa aí.

Quando a gente tenta com outras pessoas.
Várias tentativas, e vê que nada é de verdade.
Quando alguém te chamar pra sair.
E você já não tiver vontade.
Completa aí, o nome disso é?.

Quando soube as respostas, sorriu e não falou.
Completo pra você, o nome disso é amor.
Quando soube as respostas, sorriu e não falou.
Completo pra você, o nome disso é amor."
sertanejo;Henrique e Juliano;Ao Vivo Em Brasília;2014;Arruma Um Cantinho;Diego Silveira,Larissa Ferreira,Rafa Borges;"Eu não me vejo amarrado em um coração.
Não me vejo chamando alguém de paixão.
Eu não quero nada no dedo da mão.
Nem blablablá, declaração, não, não.

Traumatizei, me deixaram, eu chorei.
Arrumei outro amorzinho pra sempre e chorei outra vez.
Por mim, esse assunto morria aqui.
Mas meu coração viu na gente coisa que eu não vi.

Arruma um cantinho aí pra esse coração teimoso.
Libera umas gaveta e uns cabide que ele é espaçoso.
E se ele der beijinho, cê revida com outro.
Não pisa na bola, que quando ele gosta, ele gosta com gosto.

Arruma um cantinho aí pra esse coração teimoso.
Libera umas gaveta e uns cabide que ele é espaçoso.
E se ele der beijinho, cê revida com outro.
Não pisa na bola, que quando ele gosta, ele gosta com gosto.
Ele gosta com gosto.

Traumatizei, me deixaram, eu chorei.
Arrumei outro amorzinho pra sempre e chorei outra vez.
Por mim, esse assunto morria aqui.
Mas meu coração viu na gente coisa que eu não vi.

Arruma um cantinho aí pra esse coração teimoso.
Libera umas gaveta e uns cabide que ele é espaçoso.
E se ele der beijinho, cê revida com outro.
Não pisa na bola, que quando ele gosta, ele gosta com gosto.

Arruma um cantinho aí pra esse coração teimoso.
Libera umas gaveta e uns cabide que ele é espaçoso.
E se ele der beijinho, cê revida com outro.
Não pisa na bola, que quando ele gosta, ele gosta com gosto.
Ele gosta com gosto."
sertanejo;Henrique e Juliano;Ao Vivo Em Brasília;2014;Três Corações;Chrystian Ribeiro,Nando Marx,Flávinho Tinto,Douglas Mello;"Tô aqui só esperando uma vacilada dele.
Quase um ano, e esse filho da mãe não erra.
Não tem problema, o coração espera.

Odeio quando ele diz o que eu devia te dizer.
Mas eu tenho consciência que ele é perfeito pra você.
E não dá chance pra eu aparecer.

Será que, do sorriso dela, vai sobrar pra mim um pouco?.
Não é que eu seja doido.
Mas o amor não tem regras, é mesmo louco.

E eu.
Com ciúme do que nunca foi meu.
Com saudade do que não aconteceu.
E eu.
Esperando um erro desse cara.
Vou dando murro em ponta de faca.
Ela tem três corações e nem percebeu.
O dela, o dele e o meu.

Será que, do sorriso dela, vai sobrar pra mim um pouco?.
Não é que eu seja doido.
Mas o amor não tem regras, é mesmo louco.

E eu.
Com ciúme do que nunca foi meu.
Com saudade do que não aconteceu.
E eu.
Esperando um erro desse cara.
Vou dando murro em ponta de faca.
Ela tem três corações e nem percebeu.
O dela, o dele e o meu.

E eu.
Com ciúme do que nunca foi meu.
Com saudade do que não aconteceu.
E eu.
Esperando um erro desse cara.
Vou dando murro em ponta de faca.
Ela tem três corações e nem percebeu.
O dela, o dele e o meu."
sertanejo;Henrique e Juliano;Ao Vivo Em Palmas (Ao Vivo);2013;Nasci Pra Te Amar;Ricelly Henrique;"Eu nunca fui de escrever cartas nem de mandar flores.
Eu que já tive em minha vida milhões de amores.
É a primeira vez que eu não sinto meus pés no chão.

Fiquei perdido quando vi o seu olhar no meu.
Quase que fiquei louco querendo um beijo seu.
Senti dentro do peito bater forte o coração.

Mas era cedo pra me declarar.
Fiquei com medo de você duvidar.

No outro dia tive a sorte, te encontrei de novo.
Falei desse amor que é lindo, mas é perigoso.
Quando se ama alguém que não quer se apaixonar.

Mas vi você sorrindo e o medo desapareceu.
Notei que o amor da sua vida era eu.
Então te dei um beijo e fiz você acreditar.
Que eu nasci pra te amar.

Mas era cedo pra me declarar.
Fiquei com medo de você duvidar.

No outro dia tive a sorte, te encontrei de novo.
Falei desse amor que é lindo, mas é perigoso.
Quando se ama alguém que não quer se apaixonar.

Mas vi você sorrindo e o medo desapareceu.
Notei que o amor da sua vida era eu.
Então te dei um beijo e fiz você acreditar.

No outro dia tive a sorte, te encontrei de novo.
Falei desse amor que é lindo, mas é perigoso.
Quando se ama alguém que não quer se apaixonar.

Mas vi você sorrindo e o medo desapareceu.
Notei que o amor da sua vida era eu.
Então te dei um beijo e fiz você acreditar.
Que eu nasci pra te amar."
sertanejo;Henrique e Juliano;Ao Vivo Em Palmas (Ao Vivo);2013;Segundas Intenções;;"O seu olhar chamou minha atenção.
Será realidade ou ficção?.
Dez mil perguntas sem nenhuma explicação.

Quem sabe o tempo possa me dizer.
Mistérios e segredos me prendem a você.
Intuições revelam que eu devo pagar pra ver.

Vou mergulhar no seu sorriso só pra desvendar.
Se o seu amor é como um rio e corre pro meu mar.
Me dê a mão, eu tenho medo de me afogar.
Será que vai me amar?.

Você tem tudo que abala as minhas emoções.
Eu me seguro, mas me rendo as suas tentações.
Será que eu posso confiar nas suas reações.
Ou tem segundas intenções?."
sertanejo;Henrique e Juliano;Ao Vivo Em Palmas (Ao Vivo);2013;Vem Novinha;;"Ai, novinha, você vai me matar desse jeito.
Eu tô viajando vendo você rebolar.
Os cara tudo pira nesse teu corpo perfeito.
No arrocha você sobe e desce sem parar.

E você chega na balada cheio de má intenção.
De vestido curto, chamando atenção.
Consegue tudo que quer.
Com esse seu jeito de olhar.
E quando rebola, ai ai ai, isso não vai prestar.

Vem, novinha, delícia do papai.
Que as mina tudo pira no jeito que o papai faz.
Vem, novinha, que eu tô louco pra ver.
O que esse teu corpo gostoso é capaz de fazer.

Vem, novinha, delícia do papai.
Que as mina tudo pira no jeito que o papai faz.
Vem, novinha, que eu tô louco pra ver.
O que esse teu corpo gostoso é capaz de fazer.

Êê êê êê é hoje que eu vou arrochar você.
Êê êê êê me provocou, agora cê vai ver."
sertanejo;Henrique e Juliano;Ao Vivo Em Palmas (Ao Vivo);2013;Não Tô Valendo Nada (part. João Neto & Frederico);Henrique,Juliano;"Logo hoje que eu saí com a minha namorada.
Pra fazer uma média com ela na balada.
Essa menina também resolveu sair de casa.
Toda produzida, a mais top da galáxia.

Tá tirando onda, rebolando na minha frente.
De saia curtinha, sorriso indecente.
Ela é gostosa, só faz isso pra me provocar.
Sabe que eu fico doido vendo ela dançar.

Vou esperar minha mulher querer ir no banheiro.
Aí eu ganho cinco minutinhos de solteiro.
É rapidinho, ela nem vai desconfiar.

Eu tinha que ter vindo pra balada com os parceiro.
Aí não dava outra, ia rolar, não tinha jeito.
E lá em casa a gente ia se acabar.

Ai, tô valendo nada.
Vish, a minha carne é fraca.
Nossa, assim você acaba me matando.
Cê nem faz ideia do que eu tô imaginando.

Ai, meu Deus do céu, não tô valendo nada.
Vish, como a minha carne anda fraca.
Nossa, assim você acaba me matando.
Você nem faz ideia do que eu tô imaginando."
sertanejo;Henrique e Juliano;Ao Vivo Em Palmas (Ao Vivo);2013;O Mundo Parou;CAIO CESAR;"A caminho de casa em plena madrugada.
E eu pensando em você.
Trovejando sem chuva.
Noite sem a lua.
Só a escuridão pra ver.

De repente em minha frente surge um clarão.
Um raio incidente tocou o meu coração (coração).
Senti sua mão.

Eu só sei que o mundo parou.
Outra vez.
Em sonho você me salvou.
Me fez entender.

Que sou cego perante o amor.
Já não sei viver mais sem o seu calor.
Pra me aquecer.

De repente em minha frente surge um clarão.
Um raio incidente tocou o meu coração (coração).
Senti sua mão.

Eu só sei que o mundo parou.
Outra vez.
Em sonho você me salvou.
Me fez entender.

Que sou cego perante o amor.
Já não sei viver mais sem o seu calor.
Pra me aquecer.

A noite clarear e a lua brilhar isso somente.
Quando a gente se acertar.
Sonhos e fantasias e todos os dias.
Sem você não consigo escapar.

Eu só sei que o mundo parou.
Outra vez.
Em sonho você me salvou.
Me fez entender.

Que sou cego perante o amor.
Já não sei viver mais sem o seu calor.
Pra me aquecer."
sertanejo;Henrique e Juliano;Ao Vivo Em Palmas (Ao Vivo);2013;Em Cada Beijo;;"Quantas pessoas você fez chorar?.
Quantos corações você machucou?.
Me diz quantas foram as vítimas do seu olhar.
Eu sei que você não se importou.

Em alimentar as esperanças de alguém.
Fingir que ama só pra poder se dar bem.
Eu tenho medo de acreditar.
No sentimento que você diz ter por mim.
Só que faz tempo que eu não me sentia assim.
Já não tô conseguindo evitar.

De onde vem esse desejo que me deixa louco?.
Essa mistura de amor safado e gostoso.
Que me desmonta só de te olhar, ai, ai, ai.

Eu não consigo entender esse meu coração.
Eu vou tentando me afastar e ele dizendo não.
Eu perco o medo em cada beijo que você dá.

Em alimentar as esperanças de alguém.
Fingir que ama só pra poder se dar bem.
Eu tenho medo de acreditar.
No sentimento que você diz ter por mim.
Só que faz tempo que eu não me sentia assim.
Já não tô conseguindo evitar.

De onde vem esse desejo que me deixa louco?.
Essa mistura de amor safado e gostoso.
Que me desmonta só de te olhar, ai, ai, ai.

Eu não consigo entender esse meu coração.
Eu vou tentando me afastar e ele dizendo não.
Eu perco o medo em cada beijo que você dá."
sertanejo;Henrique e Juliano;Ao Vivo Em Palmas (Ao Vivo);2013;Separa, Namora;Marcia Araújo,PAULA MATTOS,SILMARA NOGUEIRA;"Nossas brigas duram menos que cinco minutos.
Basta um toque seu pra me acalmar.
Em um segundo eu esqueço de tudo.

Nossos erros tão pequenos.
Fortalecem nossos sentimentos.
Nossos medos, desencontros.
Não se comparam ao nosso amor absoluto.

Não tem nada que supere o amor da gente.
Não há nada que nos faça indiferente.
E não há nada que resista.
A esse amor que a gente sente.

Se precisar a gente briga, chora.
Volta mais uma vez.
Separa, namora e casa outra vez.
Se precisar a gente briga, chora.
Volta mais uma vez.
Separa, namora.

Se precisar a gente briga, chora.
Volta mais uma vez.
Separa, namora e casa outra vez.
Se precisar a gente briga, chora.
Volta mais uma vez.
Separa, namora e casa outra vez."
sertanejo;Henrique e Juliano;Ao Vivo Em Palmas (Ao Vivo);2013;É Tudo Emprestado (part. Marcos & Fernando);Marcia Araújo,PAULA MATTOS,SILMARA NOGUEIRA;"Hoje o vento virou, a maré tá pro meu lado.
Hoje eu tô por cima, problema é coisa do passado.
Tô montado na grana, tanque cheio de gasolina.
Meu carro tá lavado e elas vêm que vêm pra cima.

Camarote pra nós separado.
Muito bom pra quem tava quebrado.
Isso aqui tá lotado, agora só entra as mais gatas.
Hoje eu tô mudado, todo mundo chamando pra foto.
Eu tô bem na parada, agora eu virei magnata.

Mas é tudo emprestado.
Ser pobre é bom de vez em quando.
Todo dia não tá dando.
É tudo emprestado.
Aproveita que hoje eu tô pagando.
Que amanhã o povo tá cobrando.

É tudo emprestado.
Ser pobre é bom de vez em quando.
Todo dia não tá dando.
É tudo emprestado.
Aproveita que hoje eu tô pagando.
Que amanhã o povo tá cobrando."
sertanejo;Henrique e Juliano;Ao Vivo Em Palmas (Ao Vivo);2013;Duas Vidas;;"Só pelo fato de te amar.
Me sinto uma pessoa melhor.
Na certeza que você existe.
Na tua ausência não me sinto só.

Continuo sendo o mesmo.
Mas em minha vida tudo mudou.
Numa noite escura e fria.
A melodia, a canção entoou.

Me diz como explicar.
Seus gostos sendo os mesmos que os meus.
O que acontece toda vez que eu olho nesses olhos seus?.

Faço mais de mil perguntas.
E às vezes até acredito.
Que as nossas duas vidas já viveram juntas.

Se o meu violão acaso desafinar.
Ou se eu não tiver voz pra cantar.
Nada vai impedir de dizer e provar.
Que essa vida eu só vivo pra te amar.

Me diz como explicar.
Seus gostos sendo os mesmos que os meus.
O que acontece toda vez que eu olho nesses olhos seus?.

Faço um monte de perguntas.
E às vezes até acredito.
Que as nossas duas vidas já viveram juntas.

Se o meu violão acaso desafinar.
Ou se eu não tiver voz pra cantar.
Nada vai impedir de dizer e provar.
Que essa vida eu só vivo pra te amar.

Se o meu violão acaso desafinar.
Ou se eu não tiver voz pra cantar.
Nada vai impedir de dizer e provar.
Que essa vida eu só vivo pra te amar.
Que essa vida eu só vivo pra te amar."
sertanejo;Henrique e Juliano;Ao Vivo Em Palmas (Ao Vivo);2013;Toda Vez Que Eu Te Beijar;Henrique;"Se eu te contar meu segredo, sei que vai me entender.
Só que eu não posso ir me entregando pra você.
Vamos com calma, vamos ver se rola.
Pra ninguém se machucar.

Ainda é muito cedo pra gente falar de amor.
Isso não quer dizer que apaixonado eu não tô.
Só tô indo com calma.
Pra quando eu te entregar meu coração.

Não tem mais dúvidas.
Que esse amor em mim pra sempre vai ficar.
Que eu vou parar o mundo toda vez que eu te beijar.
Que vou calar a boca de quem não acreditar no meu amor.
Você sabe que eu sou um cara imprevisível.
Sei que vou superar.
Toda expectativa que você tem de me amar.
Sem perceber você não vai conseguir mais viver.
Sem meu amor.
Você sabe que eu sou seu amor.

Ainda é muito cedo pra gente falar de amor.
Isso não quer dizer que apaixonado eu não tô.
Só tô indo com calma.
Pra quando eu te entregar meu coração.

Não tem mais dúvidas.
Que esse amor em mim pra sempre vai ficar.
Que eu vou parar o mundo toda vez que eu te beijar.
Que vou calar a boca de quem não acreditar no meu amor.
Você sabe que eu sou um cara imprevisível.
Sei que vou superar.
Toda expectativa que você tem de me amar.
Sem perceber você não vai conseguir mais viver.
Sem meu amor.
Você sabe que eu sou seu amor."
sertanejo;Henrique e Juliano;Ao Vivo Em Palmas (Ao Vivo);2013;Eu Sou Gordinho;Beto Macedo;"Eu sou gordinho, eu sou.
Não vou na academia.
Eu sou gordinho, meu negócio é ""huum"".

Eu sou gordinho, eu sou.
Gosto de farrear.
E quando eu pego a menina é pá, pá, pá.

O meu negócio é comer água todo dia.
Pegar mulher bonita e sair para dançar.
Eu tiro onda e encho o carro de avião.
Levo ela pro salão e depois vamos arrochar.

Bota pra geral fazendo aquela sacanagem.
De mansinho, de mansinho pra ninguém desconfiar.
Vou arrochando devagar, bem gostosinho.
E ela se deliciando e o nosso amor só aumentar.

Não adianta tirar onda de fortinho.
Ter barriga de tanquinho.
Se a mangueira não funciona.
Pois desse jeito eu prefiro ser gordinho.
Os bichinho é danadinho.
E é madeira toda hora.

Não adianta tirar onda de fortinho.
Ter barriga de tanquinho.
Se a mangueira não funciona.
Pois desse jeito eu prefiro ser gordinho.
Os bichinho é danadinho.
E é madeira toda hora."
sertanejo;Henrique e Juliano;Ao Vivo Em Palmas (Ao Vivo);2013;Meu Nome É Solidão;;"Peito machucado, lágrimas caídas pelo chão.
Prazer, fui mais um enganado e o meu nome é solidão.
E o que fazer com falta que você deixou?.
E o que fazer com o resto desse louco amor?.

E dentro do meu quarto vejo a lua da janela.
Parece meio triste, apagada olhando pra mim.
Ela também vai sentir falta de nós dois.
Ela já sente falta de nós dois.

E nessa hora o palhaço sai de cena.
E cada um fica com seu problema.
E você tenta descobrir então se ainda me ama ou não.
Se ainda me ama ou não.

E nessa hora o palhaço sai de cena.
E cada um fica com seu problema.
E você tenta descobrir então se ainda me ama ou não.
Se é verdade ou não."
sertanejo;Henrique e Juliano;Ao Vivo Em Palmas (Ao Vivo);2013;O Que Vem Depois;Henrique,Juliano;"Hoje abri uma gaveta no meu quarto.
E vasculhando encontrei nos meus guardados.
A foto de um beijo apaixonado de algum tempo atrás.

E naquela foto existia o seu perfume.
E uma frase apaixonada de costume.
Te amo muito, muito, sempre, cada dia mais.

E o que é que eu vou fazer.
Com esse ""muito"" e ""sempre"" que acabei de ler?.
E o que é que eu vou fazer.
Se só achei felicidade junto de você?.

E assim, caindo algumas gotas dos seus olhos.
Em pouco tempo desmanchando a nossa foto.
E destruindo o que ainda tinha da lembrança de nós dois.

E assim, caindo algumas gotas dos meus olhos.
Em pouco tempo desmanchando a nossa foto.
E destruindo o que ainda tinha da lembrança de nós dois.
E o que será que vem depois?.

E o que é que eu vou fazer.
Com esse ""muito"" e ""sempre"" que acabei de ler?.
E o que é que eu vou fazer.
Se só achei felicidade junto de você?.

E assim, caindo algumas gotas dos seus olhos.
Em pouco tempo desmanchando a nossa foto.
E destruindo o que ainda tinha da lembrança de nós dois.

E assim, caindo algumas gotas dos meus olhos.
Em pouco tempo desmanchando a nossa foto.
E destruindo o que ainda tinha da lembrança de nós dois.
E o que será que vem depois?."
sertanejo;Henrique e Juliano;Ao Vivo Em Palmas (Ao Vivo);2013;Tá Namorando e Me Querendo;Thales Lessa;"Pra que foi se envolver com alguém.
Se todo mundo ainda sabe que você me ama?.
Tá escrito no seu olhar, tentando disfarçar.
Mas quando vai dormir, me chama.

Vou dizer que não fiquei surpreso.
Quando mandou sua amiga.
Me dar seu telefone na balada aquele dia.
Agora é minha vez de dar o troco em você.
Vou telefonar pra te dizer.

Será que eu que sou bandido.
Mentiroso e mulherengo?.
Olha pra você, tá namorando e me querendo.
Tô ligando pra você, mas não é pra te pegar.
É pra te dizer, assim não vai rolar."
sertanejo;Henrique e Juliano;Ao Vivo Em Palmas (Ao Vivo);2013;Tire Essa Máscara;;"Como um violão desafinado, o coração tá bagunçado.
Querendo entender o que passou, ficou em mim.
Dentro do coração feito uma tatuagem.
Que nunca vai desaparecer.

Sei que você também sente o mesmo.
Mas seu orgulho não deixa você me querer.
E o pior de tudo é que eu construí o mundo.
E plantei flores pra te dar, mas elas vão morrer.

Será que você não percebe que agindo assim.
Você só tá fazendo a gente sofrer?.
Você pode negar, mas vejo nos seus olhos.
Que tá querendo me amar, mas não quer me dizer.

Tire essa máscara e mostre teu sorriso.
Que eu preciso dele pra me iluminar.
Não se esconda atrás da maquiagem, não é hora disso.
Já perdemos muito tempo sem nos estregar.
De que ainda ficar sem se amar, isso é um desperdício.
Se tenho também amor guardado no peito pra dar.

Será que você não percebe que agindo assim.
Você só tá fazendo a gente sofrer?.
Você pode negar, mas vejo nos seus olhos.
Que tá querendo me amar, mas não quer me dizer.

Tire essa máscara e mostre teu sorriso.
Que eu preciso dele pra me iluminar.
Não se esconda atrás da maquiagem, não é hora disso.
Já perdemos muito tempo sem nos estregar.
De que ainda ficar sem se amar, isso é um desperdício.
Se tenho também amor guardado no peito pra dar."
sertanejo;Henrique e Juliano;Ao Vivo Em Palmas (Ao Vivo);2013;Mistura Louca (part. Os Hawaianos);Henrique,Juliano,Os Hawaianos;"Tô morando só, agora é só alegria.
Farra lá em casa rola quase todo dia.
A mulherada de biquíni na piscina.
Tomando Whisky e Red Bull pra entrar no clima.

Não tô nem aí, eu não quero nem saber.
A vida é minha e é assim que eu quero viver.
Rodeado de mulher quase o tempo todo.
Estilo panicat, é claro, eu não sou bobo.

Liga pra Juju, chama a Dani pra vir.
Traz a Bruna, a Marcele e também a Gabi.
Hoje vai rolar o movimento de novo.
Chega pra cá, Os Havaianos, vai, convida o povo.

Os Havaianos estão chegando e o bicho vai pegar.
Deixa comigo que agora eu vou selecionar.
Você pode ir, você pode também.
Essa dali não pode, nem idade ela tem.

Solteiras podem ir, casadas vêm também.
O marido não pode, porque homem aqui já tem.
Ai que mistura louca, já deu água na boca.
Só de pensar na gente lá em casa tirando a roupa."
sertanejo;Henrique e Juliano;Ao Vivo Em Palmas (Ao Vivo);2013;Recaídas;Nivardo Paz;"Você pode ficar com quem você quiser.
Não tem nada a ver.
Eu não mando em você.
Mas ainda choro.
E quando alguém comenta não quero saber.

Me preocupo e apesar dos pesares.
Eu sempre quero te ver bem.
E ainda vou além.
Em uma relação.
Sei que não vai ser fácil amar outro alguém.

E hoje mesmo separados.
Sinto que o seu corpo ainda é meu.
Às vezes me escondo.
E faço de tudo pra ninguém notar que eu.
Vivo e morro por ti.
Têm semanas que às vezes sofro e vêm as recaídas.

Às vezes eu queria ter o poder.
De poder te apagar da memória.
E nessa fraqueza ter força.
Pra fazer com que essa nossa história.
Não passe de passado e fique da porta pra fora.

Se eu pudesse te apagar da minha mente.
Apagaria agora.
Mas toda vez que eu me lembro de nós dois.
Meu coração sempre chora e é sempre a mesma história."
sertanejo;Henrique e Juliano;Ao Vivo Em Palmas (Ao Vivo);2013;Vai Brincando;;"Vai brincando pro cê ver aonde você vai parar.
Menina, você não me aguenta, é melhor você nem tentar.
Mas se quiser saber é só experimentar.
Na terça à noite eu tô de boa e passo aí pra te pegar.

Papai aqui já fez muita gente delirar.
A morena virou minha fã no meu jeito de arrochar.
A loirinha endoidou, não para de me ligar.
Diz que tá morrendo de saudade, tá querendo me encontrar.

Pra fazer gostoso só mais um veizinha.
Ela tá namorando mas na cama.
O cara é sem gracinha.
Pra fazer gostoso a noite inteirinha.
Com Henrique &amp; Juliano, gatinha, cê vai perder a linha.

Vai brincando pro cê ver aonde você vai parar.
Menina, você não me aguenta, é melhor você nem tentar.
Mas se quiser saber é só experimentar.
Na terça à noite eu tô de boa e passo aí pra te pegar."
sertanejo;Henrique e Juliano;Ao Vivo Em Palmas (Ao Vivo);2013;Nossa Turma;Henrique,Juliano;"E no meio da galera.
Tá rolando um bafafá.
Que a noite vai ser boa.
Que é pra gente se encontrar.

Tô causando, eu tô bonito.
Hoje o trem não vai prestar.
Tô saindo com os amigos.
Não tem hora pra voltar.

E quem exagerar no copo.
Fica esperto que tem foto pra zoar.
Amanhã e o resto da vida.
Tô marcado pra galera comentar.

E a nossa turma quando junta é nóis.
Que fecha os boteco, que toca o movimento.
E a nossa turma quando junta é nóis.
Que faz o trem virar, só vai embora quando o sol raiar.

E a nossa turma quando junta é nóis.
Que fecha os boteco, que toca o movimento.
E a nossa turma quando junta é nóis.
Que faz o trem virar, só vai embora quando o sol raiar."
sertanejo;Henrique e Juliano;Ao Vivo Em Palmas (Ao Vivo);2013;Sai Fora Cupido;;"Casamento na balada, quero não.
Eu vim solteiro e vou até o final.
Em fevereiro começa o carnaval.
O meu relógio só tem folga no Natal.

Esse cupido só quer me sacanear.
Mas eu sou liso e começo a escorregar.
Eu tô no clima pra dançar, beijar na boca.
De madrugada rola até tirar a roupa.

Sai fora cupido, sai fora.
Eu tô solteiro e a balada tá demais.
Sai fora cupido, sai fora.
Quando eu quiser, pode deixar que eu vou atrás.

Sai fora cupido, sai fora.
Eu tô solteiro e a balada tá demais.
Sai fora cupido, sai fora.
Quando eu quiser, pode deixar que eu vou atrás."
